assetid,assetref,assetdesc,assetgroup,prodgroup,company,city,department,building,room,purdate,purprice,depterm,assetage,tddep,bookvalue,opstatus,maintstatus
2019,MLAFR/LOG/004/007,Monitor,Equipment - Computers,Computers,MLAFR,Harare,Public Works,Head Office,202,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2020,MOHCC/LOG/004/007,Monitor,Equipment - Computers,Computers,MOHCC,Harare,Public Works,Head Office,202,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2021,FINIP/OPS/128/001,HP Deskjet 3in1,Equipment - Office,Printers,FINIP,Harare,Public Works,Head Office,202,2003/09/22,2826.11,4,1115,2156.82,669.29,Operational,In Use
2022,MICOM/OPS/128/001,HP Deskjet 3in1,Equipment - Office,Printers,MICOM,Harare,Public Works,Head Office,202,2003/09/22,2826.11,4,1115,2156.82,669.29,Operational,In Use
2023,MLAFR/OPS/128/001,HP Deskjet 3in1,Equipment - Office,Printers,MLAFR,Harare,Public Works,Head Office,202,2003/09/22,2826.11,4,1116,2158.75,667.36,Operational,In Use
2024,MOHCC/OPS/128/001,HP Deskjet 3in1,Equipment - Office,Printers,MOHCC,Harare,Public Works,Head Office,202,2003/09/22,2826.11,4,1115,2156.82,669.29,Operational,In Use
2025,FINIP/OPS/004/002,Monitor,Equipment - Computers,Computers,FINIP,Harare,Public Works,Head Office,202,2001/12/21,0.01,4,1392,0.01,0,Operational,In Use
2026,MICOM/OPS/004/002,Monitor,Equipment - Computers,Computers,MICOM,Harare,Public Works,Head Office,202,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2027,MLAFR/OPS/004/002,Monitor,Equipment - Computers,Computers,MLAFR,Harare,Public Works,Head Office,202,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2028,MOHCC/OPS/004/002,Monitor,Equipment - Computers,Computers,MOHCC,Harare,Public Works,Head Office,202,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2029,FINIP/ADM/318/001,Paula High Backchair,Furniture and Fixtures,Chairs,FINIP,Harare,Public Works,Head Office,105,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2030,MICOM/ADM/318/001,Paula High Backchair,Furniture and Fixtures,Chairs,MICOM,Harare,Public Works,Head Office,105,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2031,MLAFR/ADM/318/001,Paula High Backchair,Furniture and Fixtures,Chairs,MLAFR,Harare,Public Works,Head Office,105,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2032,MOHCC/ADM/318/001,Paula High Backchair,Furniture and Fixtures,Chairs,MOHCC,Harare,Public Works,Head Office,105,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2033,FINIP/ADM/376/001,Reception Cubicle,Furniture and Fixtures,Tables,FINIP,Harare,Rural Development,Head Office,103,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2034,MICOM/ADM/376/001,Reception Cubicle,Furniture and Fixtures,Tables,MICOM,Harare,Rural Development,Head Office,103,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2035,MLAFR/ADM/376/001,Reception Cubicle,Furniture and Fixtures,Tables,MLAFR,Harare,Rural Development,Head Office,103,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2036,MOHCC/ADM/376/001,Reception Cubicle,Furniture and Fixtures,Tables,MOHCC,Harare,Rural Development,Head Office,103,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2037,FINIP/OPS/350/001,Mobile Pedestal drawer,Furniture and Fixtures,Drawers,FINIP,Harare,Public Works,Head Office,101,2001/12/21,0.01,4,1392,0.01,0,Operational,In Use
2038,MICOM/OPS/350/001,Mobile Pedestal drawer,Furniture and Fixtures,Drawers,MICOM,Harare,Public Works,Head Office,101,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2039,MLAFR/OPS/350/001,Mobile Pedestal drawer,Furniture and Fixtures,Drawers,MLAFR,Harare,Public Works,Head Office,101,2001/12/21,0.01,4,1392,0.01,0,Operational,In Use
2040,MOHCC/OPS/350/001,Mobile Pedestal drawer,Furniture and Fixtures,Drawers,MOHCC,Harare,Public Works,Head Office,101,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2041,FINIP/ADM/150/003,Paper Shredder,Equipment - Office,Shredder,FINIP,Harare,Public Works,Head Office,105,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2042,MICOM/ADM/150/003,Paper Shredder,Equipment - Office,Shredder,MICOM,Harare,Public Works,Head Office,105,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2043,MLAFR/ADM/150/003,Paper Shredder,Equipment - Office,Shredder,MLAFR,Harare,Public Works,Head Office,105,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2044,MOHCC/ADM/150/003,Paper Shredder,Equipment - Office,Shredder,MOHCC,Harare,Public Works,Head Office,105,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2045,FINIP/OPS/002/16,Laptop - HP,Equipment - Computers,Computers,FINIP,Bulawayo,Urban Development,Bulawayo Office,104,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2046,MICOM/OPS/002/16,Laptop - HP,Equipment - Computers,Computers,MICOM,Bulawayo,Urban Development,Bulawayo Office,104,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2047,MLAFR/OPS/002/16,Laptop - HP,Equipment - Computers,Computers,MLAFR,Bulawayo,Urban Development,Bulawayo Office,104,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2048,MOHCC/OPS/002/16,Laptop - HP,Equipment - Computers,Computers,MOHCC,Bulawayo,Urban Development,Bulawayo Office,104,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2049,FINIP/SEC/855/001,Guns & Ammunition,Equipment Security,Guns,FINIP,Harare,Public Works,Head Office,106,2001/12/21,0.01,4,1392,0.01,0,Operational,In Use
2050,MICOM/SEC/855/001,Guns & Ammunition,Equipment Security,Guns,MICOM,Harare,Public Works,Head Office,106,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2051,MLAFR/SEC/855/001,Guns & Ammunition,Equipment Security,Guns,MLAFR,Harare,Public Works,Head Office,106,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2052,MOHCC/SEC/855/001,Guns & Ammunition,Equipment Security,Guns,MOHCC,Harare,Public Works,Head Office,106,2001/12/21,0.01,4,1392,0.01,0,Operational,In Use
2053,FINIP/OPS/299/001,Safe,Equipment - Office,Payment Equipment,FINIP,Harare,Public Works,Head Office,105,2015/09/22,0.01,4,1104,0.01,0,Operational,In Use
2054,MICOM/OPS/299/001,Safe,Equipment - Office,Payment Equipment,MICOM,Harare,Public Works,Head Office,105,2015/09/22,0.01,4,1103,0.01,0,Operational,In Use
2055,MLAFR/OPS/299/001,Safe,Equipment - Office,Payment Equipment,MLAFR,Harare,Public Works,Head Office,105,2015/09/22,0.01,4,1103,0.01,0,Operational,In Use
2056,MOHCC/OPS/299/001,Safe,Equipment - Office,Payment Equipment,MOHCC,Harare,Public Works,Head Office,105,2015/09/22,0.01,4,1103,0.01,0,Operational,In Use
2057,FINIP/OPS/299/002,Safe,Equipment - Office,Payment Equipment,FINIP,Harare,Public Works,Head Office,106,2016/09/22,0.01,4,1102,0.01,0,Operational,In Use
2058,MICOM/OPS/299/002,Safe,Equipment - Office,Payment Equipment,MICOM,Harare,Public Works,Head Office,106,2016/09/22,0.01,4,1102,0.01,0,Operational,In Use
2059,MLAFR/OPS/299/002,Safe,Equipment - Office,Payment Equipment,MLAFR,Harare,Public Works,Head Office,106,2016/09/22,0.01,4,1102,0.01,0,Operational,In Use
2060,MOHCC/OPS/299/002,Safe,Equipment - Office,Payment Equipment,MOHCC,Harare,Public Works,Head Office,106,2016/09/22,0.01,4,1102,0.01,0,Operational,In Use
2061,FINIP/OPS/465/002,Mazda,Motor Vehicles,Bakkies,FINIP,Harare,Rural Development,HQ Parking,Bay 10,2007/09/22,596317.03,4,1111,453462.16,142854.87,Operational,In Use
2062,MICOM/OPS/465/002,Mazda,Motor Vehicles,Bakkies,MICOM,Harare,Rural Development,HQ Parking,Bay 10,2007/09/22,596317.03,4,1111,453462.16,142854.87,Operational,In Use
2063,MLAFR/OPS/465/002,Mazda,Motor Vehicles,Bakkies,MLAFR,Harare,Rural Development,HQ Parking,Bay 10,2007/09/22,596317.03,4,1111,453462.16,142854.87,Operational,In Use
2064,MOHCC/OPS/465/002,Mazda,Motor Vehicles,Bakkies,MOHCC,Harare,Rural Development,HQ Parking,Bay 10,2007/09/22,596317.03,4,1111,453462.16,142854.87,Operational,In Use
2065,FINIP/OPS/210/20,Dispenser Unit,Equipment - Office,Payment Equipment,FINIP,Bulawayo,Urban Development,Bulawayo Office,104,2023/11/22,34572.68,4,1034,24468.28,10104.4,Operational,In Use
2066,MICOM/OPS/210/20,Dispenser Unit,Equipment - Office,Payment Equipment,MICOM,Bulawayo,Urban Development,Bulawayo Office,104,2023/11/22,34572.68,4,1034,24468.28,10104.4,Operational,In Use
2067,MLAFR/OPS/210/20,Dispenser Unit,Equipment - Office,Payment Equipment,MLAFR,Bulawayo,Urban Development,Bulawayo Office,104,2023/11/22,34572.68,4,1034,24468.28,10104.4,Operational,In Use
2068,MOHCC/OPS/210/20,Dispenser Unit,Equipment - Office,Payment Equipment,MOHCC,Bulawayo,Urban Development,Bulawayo Office,104,2023/11/22,34572.68,4,1034,24468.28,10104.4,Operational,In Use
2069,FINIP/OPS/331/004,2 door wooden cupboard,Furniture and Fixtures,Cupboards and Cabinets,FINIP,Harare,Public Works,Head Office,202,2001/12/21,0.01,4,1391,0.01,0,Idle/ Standby,In Use
2070,MICOM/OPS/331/004,2 door wooden cupboard,Furniture and Fixtures,Cupboards and Cabinets,MICOM,Harare,Public Works,Head Office,202,2001/12/21,0.01,4,1391,0.01,0,Idle/ Standby,In Use
2071,MOHCC/OPS/331/004,2 door wooden cupboard,Furniture and Fixtures,Cupboards and Cabinets,MOHCC,Harare,Public Works,Head Office,202,2001/12/21,0.01,4,1391,0.01,0,Idle/ Standby,In Use
2072,FINIP/OPS/318/001,Paula High Backchair,Furniture and Fixtures,Chairs,FINIP,Harare,Public Works,Head Office,105,2001/12/21,0.01,4,1391,0.01,0,Operational,Not maintainable
2073,MICOM/OPS/318/001,Paula High Backchair,Furniture and Fixtures,Chairs,MICOM,Harare,Public Works,Head Office,105,2001/12/21,0.01,4,1391,0.01,0,Operational,Not maintainable
2074,MLAFR/OPS/318/001,Paula High Backchair,Furniture and Fixtures,Chairs,MLAFR,Harare,Public Works,Head Office,105,2001/12/21,0.01,4,1391,0.01,0,Operational,Not maintainable
2075,MOHCC/OPS/318/001,Paula High Backchair,Furniture and Fixtures,Chairs,MOHCC,Harare,Public Works,Head Office,105,2001/12/21,0.01,4,1391,0.01,0,Operational,Not maintainable
2076,FINIP/FIN/312/003,Visitor Chair,Furniture and Fixtures,Chairs,FINIP,Harare,Public Works,Head Office,105,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2077,MICOM/FIN/312/003,Visitor Chair,Furniture and Fixtures,Chairs,MICOM,Harare,Public Works,Head Office,105,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2078,MLAFR/FIN/312/003,Visitor Chair,Furniture and Fixtures,Chairs,MLAFR,Harare,Public Works,Head Office,105,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2079,MOHCC/FIN/312/003,Visitor Chair,Furniture and Fixtures,Chairs,MOHCC,Harare,Public Works,Head Office,105,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2080,FINIP/LOG/130/001,Zebra Card Printers,Equipment - Office,Printers,FINIP,Harare,Public Works,Head Office,101,2013/04/22,15725,4,1259,13550.84,2174.16,Operational,In Use
2081,MICOM/LOG/130/001,Zebra Card Printers,Equipment - Office,Printers,MICOM,Harare,Public Works,Head Office,101,2013/04/22,15725,4,1258,13540.08,2184.92,Operational,In Use
2082,MLAFR/LOG/130/001,Zebra Card Printers,Equipment - Office,Printers,MLAFR,Harare,Public Works,Head Office,101,2013/04/22,15725,4,1258,13540.08,2184.92,Operational,In Use
2083,MOHCC/LOG/130/001,Zebra Card Printers,Equipment - Office,Printers,MOHCC,Harare,Public Works,Head Office,101,2013/04/22,15725,4,1258,13540.08,2184.92,Operational,In Use
2084,FINIP/IT/126/001,Bixolon Receipt Printer,Equipment - Office,Printers,FINIP,Harare,Urban Development,Head Office,103,2001/12/21,3475,4,1391,3308.5,166.5,Operational,In Use
2085,MICOM/IT/126/001,Bixolon Receipt Printer,Equipment - Office,Printers,MICOM,Harare,Urban Development,Head Office,103,2001/12/21,3475,4,1391,3308.5,166.5,Operational,In Use
2086,MLAFR/IT/126/001,Bixolon Receipt Printer,Equipment - Office,Printers,MLAFR,Harare,Urban Development,Head Office,103,2001/12/21,3475,4,1391,3308.5,166.5,Operational,In Use
2087,MOHCC/IT/126/001,Bixolon Receipt Printer,Equipment - Office,Printers,MOHCC,Harare,Urban Development,Head Office,103,2001/12/21,3475,4,1391,3308.5,166.5,Operational,In Use
2088,FINIP/IT/126/002,Bixolon Receipt Printer,Equipment - Office,Printers,FINIP,Harare,Rural Development,Head Office,103,2001/12/21,3475,4,1391,3308.5,166.5,Operational,In Use
2089,MICOM/IT/126/002,Bixolon Receipt Printer,Equipment - Office,Printers,MICOM,Harare,Rural Development,Head Office,103,2001/12/21,3475,4,1391,3308.5,166.5,Operational,In Use
2090,MLAFR/IT/126/002,Bixolon Receipt Printer,Equipment - Office,Printers,MLAFR,Harare,Rural Development,Head Office,103,2001/12/21,3475,4,1391,3308.5,166.5,Operational,In Use
2091,MOHCC/IT/126/002,Bixolon Receipt Printer,Equipment - Office,Printers,MOHCC,Harare,Rural Development,Head Office,103,2001/12/21,3475,4,1391,3308.5,166.5,Operational,In Use
2092,FINIP/IT/244/001,Fingerprint Reader  x 10,Equipment - Office,Payment Equipment,FINIP,Harare,Public Works,Head Office,106,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2093,MICOM/IT/244/001,Fingerprint Reader  x 10,Equipment - Office,Payment Equipment,MICOM,Harare,Public Works,Head Office,106,2001/12/21,0.01,4,1392,0.01,0,Operational,In Use
2094,MLAFR/IT/244/001,Fingerprint Reader  x 10,Equipment - Office,Payment Equipment,MLAFR,Harare,Public Works,Head Office,106,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2095,MOHCC/IT/244/001,Fingerprint Reader  x 10,Equipment - Office,Payment Equipment,MOHCC,Harare,Public Works,Head Office,106,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2096,FINIP/OPS/400/10,Ford Ranger XL 2.2 TDCI 6MT 118kw 4x4 D/C,Motor Vehicles,Bakkies,FINIP,Bulawayo,Rural Development,Bulawayo Parking,Basement Parking,2012/07/22,253575,4,1169,202894.71,50680.29,Operational,In Use
2097,MICOM/OPS/400/10,Ford Ranger XL 2.2 TDCI 6MT 118kw 4x4 D/C,Motor Vehicles,Bakkies,MICOM,Bulawayo,Rural Development,Bulawayo Parking,Basement Parking,2012/07/22,253575,4,1168,202721.15,50853.85,Operational,In Use
2098,MLAFR/OPS/400/10,Ford Ranger XL 2.2 TDCI 6MT 118kw 4x4 D/C,Motor Vehicles,Bakkies,MLAFR,Bulawayo,Rural Development,Bulawayo Parking,Basement Parking,2012/07/22,253575,4,1168,202721.15,50853.85,Operational,In Use
2099,MOHCC/OPS/400/10,Ford Ranger XL 2.2 TDCI 6MT 118kw 4x4 D/C,Motor Vehicles,Bakkies,MOHCC,Bulawayo,Rural Development,Bulawayo Parking,Basement Parking,2012/07/22,253575,4,1168,202721.15,50853.85,Operational,In Use
2100,FINIP/LOG/330/003,2 door steel cupboard,Furniture and Fixtures,Cupboards and Cabinets,FINIP,Harare,Public Works,Head Office,202,2001/12/21,0.01,4,1392,0.01,0,Operational,In Use
2101,MICOM/LOG/330/003,2 door steel cupboard,Furniture and Fixtures,Cupboards and Cabinets,MICOM,Harare,Public Works,Head Office,202,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2102,MLAFR/LOG/330/003,2 door steel cupboard,Furniture and Fixtures,Cupboards and Cabinets,MLAFR,Harare,Public Works,Head Office,202,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2103,MOHCC/LOG/330/003,2 door steel cupboard,Furniture and Fixtures,Cupboards and Cabinets,MOHCC,Harare,Public Works,Head Office,202,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2104,FINIP/FIN/350/002,Mobile Pedestal drawer,Furniture and Fixtures,Drawers,FINIP,Harare,Public Works,Head Office,101,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2105,MICOM/FIN/350/002,Mobile Pedestal drawer,Furniture and Fixtures,Drawers,MICOM,Harare,Public Works,Head Office,101,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2106,MLAFR/FIN/350/002,Mobile Pedestal drawer,Furniture and Fixtures,Drawers,MLAFR,Harare,Public Works,Head Office,101,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2107,MOHCC/FIN/350/002,Mobile Pedestal drawer,Furniture and Fixtures,Drawers,MOHCC,Harare,Public Works,Head Office,101,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2108,FINIP/LOG/296/001,Drill,Equipment - Office,Payment Equipment,FINIP,Harare,Public Works,Head Office,201,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2109,MICOM/LOG/296/001,Drill,Equipment - Office,Payment Equipment,MICOM,Harare,Public Works,Head Office,201,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2110,MLAFR/LOG/296/001,Drill,Equipment - Office,Payment Equipment,MLAFR,Harare,Public Works,Head Office,201,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2111,MOHCC/LOG/296/001,Drill,Equipment - Office,Payment Equipment,MOHCC,Harare,Public Works,Head Office,201,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2112,FINIP/LOG/297/001,Grider,Equipment - Office,Payment Equipment,FINIP,Harare,Public Works,Head Office,201,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2113,MICOM/LOG/297/001,Grider,Equipment - Office,Payment Equipment,MICOM,Harare,Public Works,Head Office,201,2001/12/21,0.01,4,1392,0.01,0,Operational,In Use
2114,MLAFR/LOG/297/001,Grider,Equipment - Office,Payment Equipment,MLAFR,Harare,Public Works,Head Office,201,2001/12/21,0.01,4,1392,0.01,0,Operational,In Use
2115,MOHCC/LOG/297/001,Grider,Equipment - Office,Payment Equipment,MOHCC,Harare,Public Works,Head Office,201,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2116,FINIP/LOG/297/002,Grider,Equipment - Office,Payment Equipment,FINIP,Harare,Public Works,Head Office,101,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2117,MICOM/LOG/297/002,Grider,Equipment - Office,Payment Equipment,MICOM,Harare,Public Works,Head Office,101,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2118,MLAFR/LOG/297/002,Grider,Equipment - Office,Payment Equipment,MLAFR,Harare,Public Works,Head Office,101,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2119,MOHCC/LOG/297/002,Grider,Equipment - Office,Payment Equipment,MOHCC,Harare,Public Works,Head Office,101,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
2120,FINIP/OPS/299/005,Safe,Equipment - Office,Payment Equipment,FINIP,Bulawayo,Urban Development,Bulawayo Office,104,2022/09/22,0.01,4,1097,0.01,0,Operational,In Use
2121,MICOM/OPS/299/005,Safe,Equipment - Office,Payment Equipment,MICOM,Bulawayo,Urban Development,Bulawayo Office,104,2022/09/22,0.01,4,1096,0.01,0,Operational,In Use
2122,MLAFR/OPS/299/005,Safe,Equipment - Office,Payment Equipment,MLAFR,Bulawayo,Urban Development,Bulawayo Office,104,2022/09/22,0.01,4,1096,0.01,0,Operational,In Use
2123,MOHCC/OPS/299/005,Safe,Equipment - Office,Payment Equipment,MOHCC,Bulawayo,Urban Development,Bulawayo Office,104,2022/09/22,0.01,4,1096,0.01,0,Operational,In Use
2124,FINIP/ADM/313/003,Highback Leather Chair,Furniture and Fixtures,Chairs,FINIP,Harare,Public Works,Head Office,105,2001/12/21,2169.57,4,1391,2065.62,103.95,Operational,In Use
2125,MICOM/ADM/313/003,Highback Leather Chair,Furniture and Fixtures,Chairs,MICOM,Harare,Public Works,Head Office,105,2001/12/21,2169.57,4,1392,2067.11,102.46,Operational,In Use
2126,MLAFR/ADM/313/003,Highback Leather Chair,Furniture and Fixtures,Chairs,MLAFR,Harare,Public Works,Head Office,105,2001/12/21,2169.57,4,1391,2065.62,103.95,Operational,In Use
2127,MOHCC/ADM/313/003,Highback Leather Chair,Furniture and Fixtures,Chairs,MOHCC,Harare,Public Works,Head Office,105,2001/12/21,2169.57,4,1391,2065.62,103.95,Operational,In Use
2128,FINIP/BL/313/001,Highback Leather Chair,Furniture and Fixtures,Chairs,FINIP,Harare,Public Works,Head Office,105,2015/10/22,2847.83,4,1074,2093.48,754.35,Operational,In Use
2129,MICOM/BL/313/001,Highback Leather Chair,Furniture and Fixtures,Chairs,MICOM,Harare,Public Works,Head Office,105,2015/10/22,2847.83,4,1073,2091.53,756.3,Operational,In Use
2130,MLAFR/BL/313/001,Highback Leather Chair,Furniture and Fixtures,Chairs,MLAFR,Harare,Public Works,Head Office,105,2015/10/22,2847.83,4,1074,2093.48,754.35,Operational,In Use
2131,MOHCC/BL/313/001,Highback Leather Chair,Furniture and Fixtures,Chairs,MOHCC,Harare,Public Works,Head Office,105,2015/10/22,2847.83,4,1073,2091.53,756.3,Operational,In Use
2132,FINIP/OPS/299/009,Safe,Equipment - Office,Payment Equipment,FINIP,Bulawayo,Urban Development,Bulawayo Office,104,2028/09/22,0.01,4,1090,0.01,0,Operational,In Use
2133,MICOM/OPS/299/009,Safe,Equipment - Office,Payment Equipment,MICOM,Bulawayo,Urban Development,Bulawayo Office,104,2028/09/22,0.01,4,1090,0.01,0,Operational,In Use
2134,MLAFR/OPS/299/009,Safe,Equipment - Office,Payment Equipment,MLAFR,Bulawayo,Urban Development,Bulawayo Office,104,2028/09/22,0.01,4,1091,0.01,0,Operational,In Use
2135,MOHCC/OPS/299/009,Safe,Equipment - Office,Payment Equipment,MOHCC,Bulawayo,Urban Development,Bulawayo Office,104,2028/09/22,0.01,4,1091,0.01,0,Operational,In Use
2136,FINIP/BL/350/001,Mobile Pedestal drawer,Furniture and Fixtures,Drawers,FINIP,Harare,Public Works,Head Office,202,2016/10/22,1978.26,4,1072,1451.54,526.72,Operational,In Use
2137,MICOM/BL/350/001,Mobile Pedestal drawer,Furniture and Fixtures,Drawers,MICOM,Harare,Public Works,Head Office,202,2016/10/22,1978.26,4,1072,1451.54,526.72,Operational,In Use
2138,MLAFR/BL/350/001,Mobile Pedestal drawer,Furniture and Fixtures,Drawers,MLAFR,Harare,Public Works,Head Office,202,2016/10/22,1978.26,4,1072,1451.54,526.72,Operational,In Use
2139,MOHCC/BL/350/001,Mobile Pedestal drawer,Furniture and Fixtures,Drawers,MOHCC,Harare,Public Works,Head Office,202,2016/10/22,1978.26,4,1072,1451.54,526.72,Operational,In Use
2140,FINIP/OPS/651/001,Generator,Equipment - Office,Payment Equipment,FINIP,Harare,Public Works,Head Office,101,2025/10/22,6804.3,4,1063,4950.7,1853.6,Operational,In Use
